text,aspectTerms/aspectTerm/0/_term,aspectTerms/aspectTerm/0/_polarity,aspectTerms/aspectTerm/0/_from,aspectTerms/aspectTerm/0/_to,aspectCategories/aspectCategory/0/_category,aspectCategories/aspectCategory/0/_polarity,_id,aspectCategories/aspectCategory/1/_category,aspectCategories/aspectCategory/1/_polarity,aspectTerms/aspectTerm/1/_term,aspectTerms/aspectTerm/1/_polarity,aspectTerms/aspectTerm/1/_from,aspectTerms/aspectTerm/1/_to,aspectTerms/aspectTerm/2/_term,aspectTerms/aspectTerm/2/_polarity,aspectTerms/aspectTerm/2/_from,aspectTerms/aspectTerm/2/_to,aspectTerms/aspectTerm/3/_term,aspectTerms/aspectTerm/3/_polarity,aspectTerms/aspectTerm/3/_from,aspectTerms/aspectTerm/3/_to,aspectTerms/aspectTerm/4/_term,aspectTerms/aspectTerm/4/_polarity,aspectTerms/aspectTerm/4/_from,aspectTerms/aspectTerm/4/_to,aspectTerms/aspectTerm/5/_term,aspectTerms/aspectTerm/5/_polarity,aspectTerms/aspectTerm/5/_from,aspectTerms/aspectTerm/5/_to,aspectTerms/aspectTerm/6/_term,aspectTerms/aspectTerm/6/_polarity,aspectTerms/aspectTerm/6/_from,aspectTerms/aspectTerm/6/_to,aspectCategories/aspectCategory/2/_category,aspectCategories/aspectCategory/2/_polarity,aspectTerms/aspectTerm/7/_term,aspectTerms/aspectTerm/7/_polarity,aspectTerms/aspectTerm/7/_from,aspectTerms/aspectTerm/7/_to,aspectCategories/aspectCategory/3/_category,aspectCategories/aspectCategory/3/_polarity,aspectTerms/aspectTerm/8/_term,aspectTerms/aspectTerm/8/_polarity,aspectTerms/aspectTerm/8/_from,aspectTerms/aspectTerm/8/_to
Best Reuben sandwich ever!,Reuben sandwich,positive,5,20,food,positive,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Strike is a great casual place to just grab a bite to eat.,place,positive,31,36,food,positive,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,10,31,food,positive,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral,64,70,anecdotes/miscellaneous,positive,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi,negative,4,9,food,negative,2109,service,negative,wait service,negative,54,66,atmosphere,conflict,95,105,area,negative,161,165,,,,,,,,,,,,,ambience,conflict,,,,,,,,,,
I loved it and would go again.,,,,,anecdotes/miscellaneous,positive,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frites were delicious if a bit on the thick side.,Frites,positive,0,6,food,positive,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO SO SO SO SO good!,,,,,anecdotes/miscellaneous,positive,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alone for 100 bucks, it is really overprice.",,,,,price,negative,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Out of the hundreds of Italian restaurants in Queens, this is among the best.",,,,,anecdotes/miscellaneous,positive,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very good value,,,,,anecdotes/miscellaneous,positive,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here you get the zen feel without feeling rigid.,zen feel,positive,17,25,ambience,positive,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,60,65,anecdotes/miscellaneous,conflict,665,,,bar,neutral,77,80,wait time,negative,109,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive,24,104,food,positive,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,neutral,76,81,anecdotes/miscellaneous,neutral,1168,,,rice congee soup,neutral,136,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Overall, the best bagel in town.",bagel,positive,18,23,food,positive,3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything a NY pizza joint should be.,,,,,anecdotes/miscellaneous,positive,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It was huge, delicious, fresh, and will be the reason we return.",,,,,food,positive,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We go often.,,,,,anecdotes/miscellaneous,neutral,3526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,positive,18,30,food,positive,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,4,9,food,positive,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moral stay away.,,,,,anecdotes/miscellaneous,negative,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but the service was a bit slow.,service,negative,8,15,service,negative,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spreads and toppings are great - though a bit pricey.,Spreads,positive,0,7,food,positive,1060,price,negative,toppings,positive,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",pizza,positive,97,102,anecdotes/miscellaneous,positive,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No one asked what was wrong as we left with nothing touched on our plates.,plates,neutral,67,73,service,negative,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indoor was very cozy and cute.,Indoor,positive,0,6,ambience,positive,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch,positive,16,22,service,positive,559,,,mimosas,positive,85,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,10,16,food,negative,1302,service,negative,prices,negative,95,101,food,negative,120,124,service,negative,129,136,,,,,,,,,,,,,price,negative,,,,,,,,,,
They're terrific!!,,,,,anecdotes/miscellaneous,positive,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The service was excellent, the food was excellent, but the entire experience was very cool.",service,positive,4,11,food,positive,588,service,positive,food,positive,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The service is good and the resturant is clean.,service,positive,4,11,service,positive,2289,ambience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive,44,50,ambience,positive,527,,,dinner,positive,60,66,spot,positive,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just stick with the small dishes!,dishes,negative,26,32,food,neutral,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe,positive,4,8,service,negative,945,ambience,positive,outdoor chairs,positive,49,63,tables,positive,68,74,service,negative,84,91,,,,,,,,,,,,,,,,,,,,,,,,
I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive,36,41,service,positive,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food is excellent.,Food,positive,0,4,food,positive,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",,,,,ambience,negative,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They outshine HH.,,,,,anecdotes/miscellaneous,positive,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive,66,72,food,positive,2573,,,lettuce,neutral,37,44,walnuts,neutral,54,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent lunch buffet for only $6.95.,lunch buffet,positive,10,22,food,positive,2323,price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,,,,,anecdotes/miscellaneous,negative,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,negative,32,39,anecdotes/miscellaneous,negative,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive,25,31,food,positive,983,price,positive,dinner,positive,47,53,lunch,positive,65,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Problem is nothing at Prune is particularly memorable.,,,,,anecdotes/miscellaneous,negative,2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,positive,0,8,ambience,positive,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The portion sizes here are huge, and the sushi is good.",portion sizes,positive,4,17,food,positive,2122,,,sushi,positive,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just wish they'd expand.,,,,,anecdotes/miscellaneous,neutral,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My boyfriend ate tuna and it was cooked perfectly!,tuna,positive,17,21,food,positive,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral,25,29,food,positive,1119,,,pad thai,neutral,48,56,tom yum soup,neutral,61,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive,5,9,food,positive,1158,price,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive,72,78,food,positive,220,service,positive,service,positive,93,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You can't say its cheap because food is cheaper in Chinatown.,food,conflict,32,36,price,conflict,2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have eaten there 3-4 times and the food was always good.,food,positive,37,41,food,positive,3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keep up the good work.,,,,,anecdotes/miscellaneous,positive,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative,29,33,anecdotes/miscellaneous,neutral,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"great eats, good times.",eats,positive,6,10,anecdotes/miscellaneous,positive,1467,food,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make sure you try this place as often as you can.,,,,,anecdotes/miscellaneous,positive,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grilled whole fish wonderful, great spicing.",fish,positive,14,18,food,positive,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Tuscan cuisine,conflict,21,35,food,positive,3506,,,Neapolitan fare,positive,91,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,negative,15,22,service,positive,1123,,,summer rolls,positive,111,123,owner,positive,81,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The service was great as well.,service,positive,4,11,service,positive,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the lobster teriyaki and the rose special roll.,lobster teriyaki,positive,8,24,food,positive,397,,,rose special roll,positive,33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another plus is most of the entrees are approx.,entrees,positive,28,35,anecdotes/miscellaneous,positive,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I will go back to Suan soon!,,,,,anecdotes/miscellaneous,positive,2246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loved it!,,,,,anecdotes/miscellaneous,positive,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive,4,8,food,positive,2987,ambience,positive,atmosphere,positive,28,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were pleasantly surprised.,,,,,anecdotes/miscellaneous,positive,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From the moment we walked in they were more than accomodating even though the place was packed.,place,negative,78,83,service,positive,3457,ambience,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is LOUD, HOT and DARK.",,,,,ambience,negative,3473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I found the food, service and value exceptional everytime I have been there.",food,positive,12,16,food,positive,938,service,positive,service,positive,18,25,value,positive,30,35,,,,,,,,,,,,,,,,,price,positive,,,,,,,,,,
We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative,74,79,anecdotes/miscellaneous,negative,3177,food,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food is definitely good, but I left a bit disappointed.",food,positive,4,8,food,conflict,2931,anecdotes/miscellaneous,conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,neutral,26,39,anecdotes/miscellaneous,negative,3017,food,negative,glass of beer,neutral,46,59,dinner,neutral,73,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The drinks are a saving grace, but service staff, please, get over yourselves.",drinks,positive,4,10,food,positive,1366,service,negative,service staff,negative,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It was wonderful.,,,,,anecdotes/miscellaneous,positive,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,49,62,service,negative,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will give it another chance before I write it off.,,,,,anecdotes/miscellaneous,neutral,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The all-Italian staff is warm and engaging from the start.,staff,positive,16,21,service,positive,2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village is one of those places that scores on all fronts.,,,,,anecdotes/miscellaneous,positive,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The prices are exceptionally reasonable for food of this caliber.,prices,positive,4,10,price,positive,1638,food,positive,food,positive,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,positive,42,61,food,positive,2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is the best hidden spot there and I rave about it to everyone.,,,,,anecdotes/miscellaneous,positive,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The filet mignon dish was superb!,filet mignon dish,positive,4,21,food,positive,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had been a regular due to the consistently good food and ease of getting a table.,food,positive,50,54,anecdotes/miscellaneous,positive,3482,food,positive,getting a table,positive,67,82,,,,,,,,,,,,,,,,,,,,,service,positive,,,,,,,,,,
Can't wait wait for my next visit.,,,,,anecdotes/miscellaneous,positive,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place is the most Japanese it can ever get.,place,positive,5,10,ambience,positive,2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food is good, I can't lie.",food,positive,4,8,food,positive,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"great food, lt's of it, more then one person can eat!",food,positive,6,10,food,positive,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive,55,83,food,positive,1534,,,soups,positive,112,117,knishes,positive,142,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,4,14,ambience,neutral,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,positive,14,25,ambience,positive,3071,,,tables,positive,46,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place is worth going even if only for their beer.,beer,positive,49,53,food,positive,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,positive,23,31,food,positive,2995,,,mahi mahi (on saffron risotto,positive,40,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive,4,12,food,positive,2215,ambience,positive,prices,positive,33,39,food,positive,80,84,,,,,,,,,,,,,,,,,price,positive,,,,,,,,,,
"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,negative,15,31,food,negative,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The sandwhiches are out-of-this world!,sandwhiches,positive,4,15,food,positive,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Thia food,positive,61,70,anecdotes/miscellaneous,positive,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decor is charming.,Decor,positive,0,5,ambience,positive,1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was very well prepared.,food,positive,4,8,food,positive,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Really tasty spring rolls and noodles for a good price though.,spring rolls,positive,13,25,food,positive,1358,price,positive,noodles,positive,30,37,price,positive,49,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stay away from this place.,,,,,anecdotes/miscellaneous,negative,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum,negative,51,58,food,conflict,2389,,,food,positive,29,33,portions,negative,85,93,dishes,neutral,118,124,dish,neutral,150,154,,,,,,,,,,,,,,,,,,,,
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,negative,53,59,food,conflict,3087,price,negative,bars,negative,72,76,drinks,positive,109,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,positive,14,19,service,positive,2847,,,waiter,positive,46,52,dessert,positive,90,97,staff,positive,192,197,,,,,,,,,,,,,,,,,,,,,,,,
"The food arrived 20 minutes after I called, cold and soggy.",food,negative,4,8,food,negative,418,service,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you go for the pre-theatre menu, it's an even greater deal.",pre-theatre menu,positive,18,34,price,positive,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The one up front will smile and say What can I get for you, brother?",,,,,service,neutral,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brava La Pizza Fresca!,,,,,anecdotes/miscellaneous,positive,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",seafood,positive,95,102,food,conflict,3266,,,vegetables,positive,107,117,portion size,negative,132,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The prices cannot be beat for the quality, quantity, freshness and taste.",prices,positive,4,10,price,positive,966,food,positive,quality,positive,34,41,quantity,positive,43,51,freshness,positive,53,62,taste,positive,67,72,,,,,,,,,,,,,,,,,,,,
"Check it out, it won't hurt your stomach or your wallet.",stomach,positive,33,40,anecdotes/miscellaneous,positive,980,food,positive,wallet,positive,49,55,,,,,,,,,,,,,,,,,,,,,price,positive,,,,,,,,,,
"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",,,,,anecdotes/miscellaneous,negative,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",Gnochi,positive,95,101,food,positive,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,SERVICE,negative,16,23,food,negative,937,service,negative,FOOD QUALITY,negative,27,39,PRICES,negative,54,60,,,,,,,,,,,,,,,,,price,negative,,,,,,,,,,
I have been about 4 times and have always had a great meal.,meal,positive,54,58,food,positive,2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I go back in line like three times on average until I can't walk anymore.,line,negative,13,17,anecdotes/miscellaneous,neutral,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,positive,32,47,food,positive,3043,price,positive,priced,positive,77,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
