,text,Food Probability,Place Probability,Service Probability,Topic
2910,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",0.06225926,0.8710553,0.06668548,Place
2911,The pizza was great.,0.6238471,0.24889366,0.12725921,Food
2912,And everytime I go there's a bunch of drunk idiots making a scene out front.,0.6496755,0.17732657,0.17299798,Food
2913,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,0.080239065,0.8285715,0.091189496,Place
2914,"however, it's the service that leaves a bad taste in my mouth.",0.06826003,0.84673434,0.08500566,Place
2915,"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",0.28160757,0.09590135,0.62249106,Service
2916,The price was extremely reasonable for the appetizers and food we ate.,0.073405445,0.45032883,0.47626573,Service
2917,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",0.8166553,0.09701618,0.086328536,Food
2918,Kenny the owner is always there and he treats my family like we are part of his family.,0.3963806,0.5541155,0.049503963,Place
2919,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,0.06508026,0.653944,0.28097567,Place
2920,I've had to wait only a few times during lunch but this place is definitely worth the wait.,0.4601299,0.050713293,0.4891568,Service
2921,All in all the food was above average and I would return to see how they operate with four or less dinners.,0.05375741,0.10346919,0.84277344,Service
2922,"Judging from previous posts this used to be a good place, but not any longer.",0.08996596,0.82284373,0.087190345,Place
2923,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",0.53408873,0.444103,0.021808198,Food
2924,"For appetizers, I recommend the shrimp fritters and dumplings.",0.1295797,0.600463,0.26995736,Place
2925,And cheap!,0.17434452,0.65669554,0.16895995,Place
2926,Such nice people working here - but I have to review the food.,0.1478128,0.06351296,0.7886743,Service
2927,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",0.33561614,0.54469126,0.11969254,Place
2928,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),0.09613961,0.12660035,0.77726,Service
2929,Nice find.,0.12068487,0.12075028,0.7585649,Service
2930,Veal Parmigana - Better than Patsy's!,0.17304154,0.6331656,0.19379288,Place
2931,"Great wine, great food.",0.070427835,0.8573438,0.07222839,Place
2932,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",0.067590825,0.7828011,0.14960814,Place
2933,The food and staff always surprise me with the new heights they are taken to.,0.0804142,0.3025434,0.6170424,Service
2934,Amazing!,0.17758894,0.65407497,0.1683361,Place
2935,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,0.726728,0.058604743,0.21466719,Food
2936,I've always been seated propmtly.,0.11721272,0.76725763,0.115529634,Place
2937,"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",0.054764554,0.05055338,0.89468205,Service
2938,honestly the worst sushi my husband and i had in our entire lives.,0.09385608,0.08943923,0.8167047,Service
2939,There is nothing more pleasant than that.,0.16753517,0.18056405,0.6519008,Service
2940,I would recommend this place to anyone and would without a doubt come again.,0.3624912,0.051042285,0.58646655,Service
2941,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",0.040359385,0.91716945,0.042471144,Place
2942,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,0.82892805,0.122081935,0.04899001,Food
2943,Mizu is the Japenese find in Grammercy.,0.18394372,0.18950444,0.62655187,Service
2944,For sure i will keep coming back because i feel really this restaurant deserves.,0.89074236,0.058185257,0.051072393,Food
2945,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,0.07139642,0.06336695,0.8652366,Service
2946,"Sake collection was excellent (Try Nanbu Bijin), but pricy.",0.17703767,0.6493496,0.1736128,Place
2947,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,0.09460053,0.81789964,0.08749988,Place
2948,One of my favorite restaurants in the neighborhood.,0.107686706,0.11570299,0.7766103,Service
2949,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",0.8278124,0.085422635,0.08676495,Food
2950,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,0.11538241,0.39166686,0.49295077,Service
2951,"Ask for Usha, the nicest bartender in manhattan.",0.33333334,0.33333334,0.33333334,Food
2952,The service is outstanding and my crab-cake eggs benedict could not have been better.,0.09057245,0.58788794,0.32153958,Place
2953,The place's decor and hidden bathrooms made for a good laugh.,0.07629324,0.8402146,0.08349214,Place
2954,This is a true gem of the village.,0.17434962,0.6582596,0.16739081,Place
2955,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",0.07223915,0.057763565,0.8699973,Service
2956,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",0.095236495,0.8046349,0.10012855,Place
2957,"They treat me like family, morning and night.",0.71323323,0.077937484,0.20882928,Food
2958,A wonderful place!,0.11928463,0.7649381,0.11577726,Place
2959,"Please take my advice, go and try this place.",0.0862558,0.8228546,0.0908896,Place
2960,Service was on par but not wonderful.,0.11783961,0.76677585,0.11538455,Place
2961,for my birthday and we had an excellent time.,0.12126866,0.5679507,0.3107806,Place
2962,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,0.05090973,0.8852618,0.063828506,Place
2963,I went to Amma after a friend recommended it.,0.83001286,0.085384324,0.084602855,Food
2964,I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,0.058052897,0.06101273,0.8809344,Service
2965,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,0.8729894,0.06373537,0.063275225,Food
2966,Maybe tomorrow ;-),0.33333334,0.33333334,0.33333334,Food
2967,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,0.90820384,0.044071488,0.047724675,Food
2968,please don't fool us.,0.16738075,0.66097766,0.17164157,Place
2969,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",0.06342525,0.8784518,0.05812293,Place
2970,"Because of the delicate thin crust, take-out pies get soggy in their boxes.",0.33333334,0.33333334,0.33333334,Food
2971,I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,0.37619182,0.11873337,0.5050748,Service
2972,The dish had like 6 pieces of beef in it.,0.07525736,0.10010488,0.8246378,Service
2973,"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",0.11171656,0.112790935,0.7754925,Service
2974,We were then shooed inside.,0.33333334,0.33333334,0.33333334,Food
2975,We got in line and were served while in line a bannan fritter.,0.16795972,0.18638805,0.6456523,Service
2976,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",0.7528912,0.18313418,0.06397462,Food
2977,This place is always very crowded and popular.,0.089073025,0.4892848,0.4216422,Place
2978,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,0.07560735,0.639113,0.2852796,Place
2979,really depends on your luck!,0.17256328,0.65897447,0.16846223,Place
2980,Just went here for my girlfriends 23rd bday.,0.6637571,0.16772607,0.16851684,Food
2981,My wife and I went to Orsay for Valentine's dinner.,0.76532835,0.11819855,0.1164731,Food
2982,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",0.08738042,0.775527,0.13709262,Place
2983,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,0.1765363,0.6521872,0.17127648,Place
2984,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",0.48232222,0.05517923,0.46249858,Food
2985,Very different than regular dimsum places.,0.5101828,0.40179777,0.08801945,Food
2986,I have lived in NY for many years and have dined at many restaraunts.,0.85998327,0.06269144,0.077325314,Food
2987,"When you enter, you feel like you have entered your mom's kitchen.",0.117863454,0.12106436,0.76107216,Service
2988,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",0.5864123,0.3282271,0.08536052,Food
2989,I've had pizza both times and the caprese salad appetizer.,0.12887284,0.79033834,0.08078882,Place
2990,She lives nearby but had never gone to this establishment thinking that it might be too touristy.,0.09748206,0.8096575,0.092860445,Place
2991,He was terribly thirsty after the meal too.,0.5953735,0.2163189,0.18830758,Food
2992,And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,0.2965704,0.09325772,0.6101719,Service
2993,"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",0.8569169,0.07343547,0.069647595,Food
2994,"In fact, it appears he is going to go postal at any moment.",0.62758297,0.17104407,0.20137298,Food
2995,There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,0.8444462,0.07254468,0.08300909,Food
2996,for Meetball Night.,0.624655,0.1982813,0.1770637,Food
2997,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",0.054744568,0.42768463,0.5175708,Service
2998,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,0.11065659,0.7958862,0.093457215,Place
2999,Want to impress?,0.11274917,0.7740138,0.113237,Place
3000,The selection changes frequently but the basic dishes are always available.,0.10796117,0.80500895,0.08702986,Place
3001,We've lived in the area for more than 8 years.,0.087618195,0.09554515,0.81683666,Service
3002,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,0.116043545,0.7430345,0.14092198,Place
3003,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,0.64961654,0.17737901,0.17300448,Food
3004,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,0.90795636,0.04411672,0.047926947,Food
3005,I grew up on these bagels.,0.17246535,0.17086488,0.65666974,Service
3006,We were told that they were booked solid and no other table was available.,0.20258532,0.6014164,0.19599825,Place
3007,The restaraurant is very small so reservations are a must.,0.78373945,0.09151015,0.12475041,Food
3008,Visited there while on vacation and reading the reviews.,0.11562822,0.11599016,0.7683816,Service
3009,A one women show!,0.6262018,0.18007605,0.19372214,Food
